Date,Medicine name,Form of medicine,Medicine Description,Medicine Class,Qty,Whole sale pharmacy,Exp date,MRP,buying disc (%),final buying price,Pharma Company,Profit margin
16/08/2024,Zerodol SP,tablet,used in the treatment of Pain relief.,NSAIDs / Analgesics,2,Sarkar Medicine Agency,04/26,130.1,23.19,99.93,Ipca Laboratories Ltd,0.2318985396
16/08/2024,Moxiford D eye drop,drop,treats bacterial eye infections.,Antibiotics,3,Sarkar Medicine Agency,07/25,90,73.33,24,Leeford Healthcare Ltd,0.7333333333
16/08/2024,O2 suspension,syrup,an antibiotic medicine that is effective against a wide range of bacterial and parasitic infections.,Antibiotics,2,Sarkar Medicine Agency,02/26,75.5,35.32,48.83,Medley Pharmaceuticals,0.3532450331
16/08/2024,Citralka liquid,syrup,treats gout and kidney stones.,Gastrointestinal Agents,1,Sarkar Medicine Agency,09/25,115,30.16,80.32,Pfizer Ltd,0.3015652174
16/08/2024,Nexito plus,tablet,treats anxiety disorders and depression.,Antidepressants,1,Sarkar Medicine Agency,02/26,124,20.01,99.19,Sun Pharmaceutical Industries Ltd,0.2000806452
16/08/2024,Moxclav BD syp,syrup,"an antibiotic medicine that helps treat bacterial infections of the ear, nose, throatetc.",Antibiotics,2,Sarkar Medicine Agency,06/25,67.53,23.19,51.87,Sun Pharmaceutical Industries Ltd,0.2318969347
16/08/2024,Colimex,syrup,"treats stomach pain, bloating, abdominal cramps and pain associated with excessive acidity.",Antispasmodic,2,Sarkar Medicine Agency,01/27,61,23.20,46.85,Wallace Pharmaceuticals Pvt Ltd,0.2319672131
16/08/2024,NS saline,liquid,"an intravenous fluid used for hydration, fluid replacement and other problems.",IV Fluids,6,Sarkar Medicine Agency,05/26,39.04,43.65,22,Baxter India Pvt Ltd,0.4364754098
16/08/2024,Tyza cream,cream,"treat topical fungal infections like ringworm, jock itch etc.",Antifungals,1,Sarkar Medicine Agency,05/26,88.2,22.39,68.45,Abbott,0.2239229025
16/08/2024,Amoxyclav 375,tablet,used to treat bacterial infections.,Antibiotics,3,Sarkar Medicine Agency,11/24,356.92,76.15,85.12,Abbott,0.7615151855
16/08/2024,Darolac mini,liquid,probiotic food.,Nutritional supplement,6,Sarkar Medicine Agency,11/24,37.5,23.17,28.81,Aristo Pharmaceuticals Pvt Ltd,0.2317333333
16/08/2024,Mefkind DS,syrup,used to treat aches and pains.,NSAIDs / Analgesics,2,Sarkar Medicine Agency,05/26,55.62,35.33,35.97,Mankind Pharma Ltd,0.3532901834
16/08/2024,Pan 40 Injection,injection,"treatment of Acidity, Acid reflux,Peptic ulcer disease etc.",Antacid,5,Sarkar Medicine Agency,11/25,56.5,59.98,22.61,Alkem Laboratories Ltd,0.5998230088
16/08/2024,Sumo L,drop,ease pain and bring down high body temperature (fever),NSAIDs / Analgesics,2,Sarkar Medicine Agency,12/25,33,22.39,25.61,Alkem Laboratories Ltd,0.2239393939
16/08/2024,Xone,injection,an antibiotic used to treat bacterial infections.,Antibiotics,6,Sarkar Medicine Agency,09/26,69.87,59.98,27.96,Alkem Laboratories Ltd,0.5998282525
16/08/2024,Pan D,capsule,"treatment of Acidity, Acid reflux,Peptic ulcer disease etc.",Antacid,1,Sarkar Medicine Agency,01/26,231,23.20,177.41,Alkem Laboratories Ltd,0.231991342
16/08/2024,Taxim Injection,injection,an antibiotic used to treat bacterial infections.,Antibiotics,6,Sarkar Medicine Agency,07/26,44.75,30.15,31.26,Alkem Laboratories Ltd,0.301452514
16/08/2024,Taxim OF,tablet,an antibiotic used to treat bacterial infections.,Antibiotics,2,Sarkar Medicine Agency,12/25,175,30.15,122.23,Alkem Laboratories Ltd,0.3015428571
16/08/2024,Meftal spas,tablet,provides relief from menstrual (period-related) pain and cramps.,NSAIDs / Analgesics,4,Sarkar Medicine Agency,02/27,50,30.14,34.93,Blue Cross Laboratories Ltd,0.3014
16/08/2024,RL,liquid,used in short term fluid replacement that replenishes salt and electrolyte levels in the body.,IV Fluids,6,Sarkar Medicine Agency,,54.44,53.43,25.35,Shree KrishnaKeshav Laboratories Ltd,0.5343497428
16/08/2024,Stamlo,tablet,"treats heart-related chest pain,Hypertension ,arrhythmia etc.",Antihypertensives,1,Sarkar Medicine Agency,09/26,83.9,23.21,64.43,Dr Reddy's Laboratories Ltd,0.2320619785
16/08/2024,Surfaz SN,cream,used to treat skin infections caused by microorganisms such as bacteria and fungi.,Antifungals,1,Sarkar Medicine Agency,,96.3,28.87,68.5,Franco-Indian Pharmaceuticals Pvt Ltd,0.2886812046
16/08/2024,Rams Infusion Set,infusion set,used for safe and efficient administration of fluids to patients.,IV Fluids,5,Sarkar Medicine Agency,11/28,162,88.94,17.92,Romsons Scientific & Surgical Pvt Ltd,0.889382716
16/08/2024,Hexigel,gel,used in the treatment of inflammation of gums.,Antiseptics,1,Sarkar Medicine Agency,02/26,68.75,22.39,53.36,Icpa Health Products Ltd,0.2238545455
24/08/2024,Feriwave Red,syrup,used in the treatment of iron deficiency.,Nutritional supplement,1,Zaman Medicine Agency,05/26,165,59.27,67.2,Smart Laboratories Pvt Ltd,0.5927272727
24/08/2024,Cheri,syrup,"nutritional supplement containing ferric ammonium citrate 1P, cyanocobalamin IP, and folic acid IP.",Nutritional supplement,1,Zaman Medicine Agency,12/25,190,45.15,104.22,Indchemie Health Specialities Pvt Ltd,0.4514736842
24/08/2024,Calpol 250 mg,syrup,helps to ease pain and fever.,NSAIDs / Analgesics,2,Zaman Medicine Agency,06/25,45.02,28.85,32.03,Glaxo SmithKline Pharmaceuticals Ltd,0.2885384274
24/08/2024,Mefkind DS,syrup,used to treat aches and pains.,NSAIDs / Analgesics,2,Zaman Medicine Agency,05/26,55.62,35.33,35.97,Mankind Pharma Ltd,0.3532901834
24/08/2024,Kit Kat,syrup,"treat a variety of worm infections like pinworm, hookworm, tapeworm, and roundworm.",Anthelmintics,2,Zaman Medicine Agency,01/27,28.56,30.99,19.71,Mapra Laboratories Pvt Ltd,0.3098739496
24/08/2024,Genoplex L 60 ml,syrup,prescribed to treat vitamin and other nutritional deficiencies.,Nutritional supplement,1,Zaman Medicine Agency,09/25,46,23.65,35.12,Geno Pharmaceuticals Ltd,0.2365217391
24/08/2024,Genoplex L 200 ml,syrup,prescribed to treat vitamin and other nutritional deficiencies.,Nutritional supplement,1,Zaman Medicine Agency,03/25,96.7,30.08,67.61,Geno Pharmaceuticals Ltd,0.3008273009
24/08/2024,Omizac-D,capsule,Treats acid reflux and heartburn.,Antacid,1,Zaman Medicine Agency,11/25,125,81.60,23,Torrent Pharmaceuticals Ltd,0.816
24/08/2024,Moxclav DS,syrup,"antibiotic medicine that helps treat bacterial infections of the ear, nose, throat, chest etc.",Antibiotics,2,Zaman Medicine Agency,03/26,159,33.33,106,Sun Pharmaceutical Industries Ltd,0.3333333333
24/08/2024,Pan D,capsule,Treats acid reflux and heartburn.,Antacid,1,Zaman Medicine Agency,04/26,231,22.40,179.25,Alkem Laboratories Ltd,0.224025974
24/08/2024,Nor Metrogyl O,syrup,treats wide range of bacterial and parasitic infections.,Antibiotics,2,Zaman Medicine Agency,02/25,52.86,33.79,35,J B Chemicals and Pharmaceuticals Ltd,0.3378736285
24/08/2024,Pyrigesic,syrup,painkiller used to treat aches and pains.,NSAIDs / Analgesics,2,Zaman Medicine Agency,11/25,40.99,30.15,28.63,East India Pharmaceutical Works Ltd,0.3015369602
24/08/2024,Cepodem,syrup,antibiotic that treats wide range of bacterial infections.,Antibiotics,1,Zaman Medicine Agency,09/25,199,30.16,138.99,Sun Pharmaceutical Industries Ltd,0.3015577889
24/08/2024,ATM 100,syrup,antibiotic that treats wide range of bacterial infections.,Antibiotics,1,Zaman Medicine Agency,01/26,57.29,30.16,40.01,Indoco Remedies Ltd,0.30162332
24/08/2024,ATM XL,syrup,antibiotic that treats wide range of bacterial infections.,Antibiotics,1,Zaman Medicine Agency,11/25,114.24,29.95,80.03,Indoco Remedies Ltd,0.2994572829
24/08/2024,Drep wax,drop,used to treat pain in the ear and soften ear wax.,Ear Care,1,Zaman Medicine Agency,02/26,112,22.39,86.92,DWD Pharmaceuticals Ltd,0.2239285714
24/08/2024,Telvas 3D,tablet,treat hypertension when a single medication is not effective.,Antihypertensives,1,Zaman Medicine Agency,02/26,114,22.39,88.47,Aristo Pharmaceuticals Pvt Ltd,0.2239473684
24/08/2024,Pan MPS syp,syrup,"helpful in treating acidity, heartburn and stomach ulcers.",Antacid,1,Zaman Medicine Agency,05/27,114,35.33,73.72,Alkem Laboratories Ltd,0.3533333333
24/08/2024,Aculip H 20,tablet,treats depression associated with anxiety.,Antidepressants,1,Zaman Medicine Agency,11/26,97.4,21.60,76.36,Shine Pharmaceuticals Ltd,0.2160164271
24/08/2024,Tricutis 200,capsule,an antifungal medication that kills fungi.,Antifungals,2,Zaman Medicine Agency,08/25,247.74,61.65,95.01,Torrent Pharmaceuticals Ltd,0.6164930976
27/08/2024,Cefuway 500,tablet,antibiotic used to treat bacterial infections in body.,Antibiotics,2,Zaman Medicine Agency,05/26,330,49.66,166.13,Smartway Wellness,0.4965757576
27/08/2024,Cefuway 250,tablet,antibiotic used to treat bacterial infections in body.,Antibiotics,2,Zaman Medicine Agency,12/25,175,52.00,84,Smartway Wellness,0.52
27/08/2024,Podoxim 200,tablet,antibiotic used to treat bacterial infections in your body.,Antibiotics,3,Zaman Medicine Agency,10/25,189.7,57.83,80,Smartway Wellness,0.5782814971
27/08/2024,Cefkem OF,tablet,antibiotics to treat various bacterial infections.,Antibiotics,4,Zaman Medicine Agency,11/24,165,55.76,73,Alkem Laboratories Ltd,0.5575757576
27/08/2024,Feriwave Red,syrup,treats iron deficiency in body.,Nutritional supplement,1,Zaman Medicine Agency,05/26,165,59.27,67.2,Smart Laboratories Pvt Ltd,0.5927272727
27/08/2024,Etodash TH,tablet,effective relief from muscular pain while also relaxing the muscles.,NSAIDs / Analgesics,2,Zaman Medicine Agency,09/24,150,62.67,56,Olamic Healthcare,0.6266666667
27/08/2024,Nasoclear drop,drop,provides a natural way to soothe dryness in nose.,Cold & Allergy Medicine,2,Zaman Medicine Agency,01/27,64.35,28.61,45.94,Zydus Cadila,0.2860916861
27/08/2024,Zerodol CR 10,tablet,"used in the treatment of Fever,Pain relief,Headache,Dental pain,Post operative pain etc.",NSAIDs / Analgesics,2,Zaman Medicine Agency,11/25,100,21.85,78.15,Ipca Laboratories Ltd,0.2185
27/08/2024,Pan D,capsule,Treats acid reflux and heartburn.,Antacid,1,Zaman Medicine Agency,04/26,231,22.40,179.25,Alkem Laboratories Ltd,0.224025974
27/08/2024,Sevista 60,tablet,used as an oral contraceptive pill.,Oral Contraceptives,1,Zaman Medicine Agency,05/26,472,21.60,370.04,Torrent Pharmaceuticals Ltd,0.2160169492
27/08/2024,Lizomac,tablet,an antibiotic that stops bacterial growth,Antibiotics,1,Zaman Medicine Agency,03/27,399.39,22.38,310,Macleods Pharmaceuticals Pvt Ltd,0.2238163199
27/08/2024,Bilasure M,tablet,"provides relief from allergic symptoms such as blocked or runny nose, sneezing etc.",Cold & Allergy Medicine,1,Zaman Medicine Agency,03/26,189,22.40,146.67,Sun Pharmaceutical Industries Ltd,0.223968254
27/08/2024,Citizd,tablet,relieves the symptoms of allergy.,Cold & Allergy Medicine,10,Zaman Medicine Agency,04/26,16.6,87.95,2,Medley Pharmaceuticals,0.8795180723
07/08/2024,Taxim injection,injection,an antibiotic medicine used to treat bacterial infections in the body.,Antibiotics,3,Zaman Medicine Agency,08/26,44.75,30.19,31.24,Alkem Laboratories Ltd,0.3018994413
07/08/2024,Taxim injection,injection,an antibiotic medicine used to treat bacterial infections in the body.,Antibiotics,3,Zaman Medicine Agency,08/26,18.8,26.60,13.8,Alkem Laboratories Ltd,0.2659574468
07/08/2024,Moxclav 156.25,syrup,"antibiotic that treats bacterial infections of the ear, nose, throat, chest etc.",Antibiotics,2,Zaman Medicine Agency,05/25,68.88,18.03,56.46,Sun Pharmaceutical Industries Ltd,0.1803135889
07/08/2024,Cypon Syp,syrup,used to treat loss of appetite.,Appetite Stimulant,1,Zaman Medicine Agency,03/27,136,30.15,94.99,Geno Pharmaceuticals Ltd,0.3015441176
07/08/2024,Biogesic-AP,syrup,"used for short term relief of pain, inflammation, and swelling in joints and muscles.",NSAIDs / Analgesics,6,Zaman Medicine Agency,02/25,80.15,80.04,16,Biochem Pharmaceutical Industries,0.8003742982
07/08/2024,Zerodol P,tablet,used in the treatment of Pain relief.,NSAIDs / Analgesics,2,Zaman Medicine Agency,02/26,73,22.40,56.65,Ipca Laboratories Ltd,0.2239726027
07/08/2024,Gerbisa,tablet,treats recent or long-term constipation.,Laxatives,5,Zaman Medicine Agency,12/25,13.1,22.44,10.16,Zydus Cadila,0.2244274809
07/08/2024,Azithral XL,syrup,an antibiotic medication.,Antibiotics,1,Zaman Medicine Agency,12/25,114.56,22.40,88.9,Alembic Pharmaceuticals Ltd,0.2239874302
07/08/2024,Metrogyl DG,gel,treats mouth infection.,Antibiotics,1,Zaman Medicine Agency,03/26,74.76,22.38,58.03,J B Chemicals and Pharmaceuticals Ltd,0.2237827715
07/08/2024,Thrombophob gel,gel,treat thrombophlebitis.,Anticoagulants,1,Zaman Medicine Agency,04/27,207.6,22.40,161.1,Zydus Cadila,0.2239884393
07/08/2024,Omez,capsule,treats acidity.,Antacid,2,Zaman Medicine Agency,03/27,64.2,23.19,49.31,Dr Reddy's Laboratories Ltd,0.2319314642
07/08/2024,Evion 400,capsule,vitamin E supplement with antioxidant and anti-inflammatory properties.,Nutritional supplement,2,Zaman Medicine Agency,06/26,86.87,22.39,67.42,Procter & Gamble Health Ltd,0.2238977783
07/08/2024,Ibugesic plus,syrup,helps lower body temperature (fever) and reduce pain and inflammation,NSAIDs / Analgesics,2,Zaman Medicine Agency,10/26,39.44,30.17,27.54,Cipla Ltd,0.3017241379
07/08/2024,Zyrcold syp,syrup,treats cough.,Cough Syrup,1,Zaman Medicine Agency,06/25,105,21.83,82.08,Dr Reddy's Laboratories Ltd,0.2182857143
07/08/2024,Mefkind DS,syrup,treat aches and pains.,NSAIDs / Analgesics,2,Zaman Medicine Agency,11/25,50.57,35.34,32.7,Mankind Pharma Ltd,0.3533715642
07/08/2024,Ambrodil S,syrup,treats cough.,Cough Syrup,2,Zaman Medicine Agency,08/26,36.15,30.12,25.26,Aristo Pharmaceuticals Pvt Ltd,0.3012448133
10/08/2024,Multiblist,syrup,"multivitamin and mineral supplement, enriched with Zinc.",Nutritional supplement,3,Zaman Medicine Agency,07/25,140,61.23,54.28,Smartway Wellness,0.6122857143
10/08/2024,Cyprovita,syrup,used to treat loss of appetite.,Appetite Stimulant,3,Zaman Medicine Agency,02/26,140,63.20,51.52,Biocare Remedies,0.632
10/08/2024,Nor Metrogyl TZ,tablet,antibiotics that effectively treat diarrhea and dysentery.,Antibiotics,2,Zaman Medicine Agency,11/32,106.37,69.91,32.01,J B Chemicals and Pharmaceuticals Ltd,0.6990692865
10/08/2024,Liv 52 DS,syrup,protects the liver against alcohol toxicity.,Gastrointestinal Agents,1,Zaman Medicine Agency,12/26,195,25.31,145.65,Himalaya Wellness Company,0.2530769231
10/08/2024,O2 suspension,syrup,antibiotic that treats bacterial and parasitic infections.,Antibiotics,2,Zaman Medicine Agency,03/26,75,34.91,48.82,Medley Pharmaceuticals,0.3490666667
10/08/2024,Liv 52 drop,drop,known to exhibit potent hepatoprotective properties against infective hepatitis.,Gastrointestinal Agents,1,Zaman Medicine Agency,08/26,125,25.32,93.35,Himalaya Wellness Company,0.2532
10/08/2024,Maxtra,drop,"relieves symptoms of common cold in children like blocked nose, runny nose, watery eyes.",Cold & Allergy Medicine,2,Zaman Medicine Agency,02/26,100,34.94,65.06,Zuventus Healthcare Ltd,0.3494
10/08/2024,Socril,tablet,multivitamin supplement that contains iron.,Nutritional supplement,1,Zaman Medicine Agency,05/25,234,21.60,183.46,Sun Pharmaceutical Industries Ltd,0.215982906
10/08/2024,Sumo L,drop,relieve pain and fever.,NSAIDs / Analgesics,2,Zaman Medicine Agency,04/26,33,28.64,23.55,Alkem Laboratories Ltd,0.2863636364
10/08/2024,Mucolite,drop,treats wet cough.,Cough Syrup,2,Zaman Medicine Agency,12/25,40.98,22.38,31.81,Dr Reddy's Laboratories Ltd,0.2237676916
10/08/2024,Omnacortil drop,drop,treats wide range of allergic reactions and inflammation in the body,Steroids,2,Zaman Medicine Agency,09/26,44.25,21.58,34.7,Macleods Pharmaceuticals Pvt Ltd,0.215819209
10/08/2024,Cefiwok O,tablet,used to treat various types of bacterial infections.,Antibiotics,3,Zaman Medicine Agency,12/25,175,57.71,74,Dr Reddy's Laboratories Ltd,0.5771428571
10/08/2024,Cetritreat LM,tablet,relief from allergy symptoms.,Cold & Allergy Medicine,10,Zaman Medicine Agency,12/25,110,84.73,16.8,Smartway Wellness,0.8472727273
10/08/2024,Zenovit,capsule,nutritional supplement.,Nutritional supplement,2,Zaman Medicine Agency,10/25,120,87.49,15.01,Zen Labs India,0.8749166667
10/08/2024,Clobeta GM,cream,treats fungal infections.,Antifungals,3,Zaman Medicine Agency,11/25,67,85.07,10,Laborate Pharmaceuticals India Ltd,0.8507462687
10/08/2024,Nock 2 mg,tablet,relieves pain.,NSAIDs / Analgesics,2,Zaman Medicine Agency,10/26,71.25,34.65,46.56,Wanbury Ltd,0.3465263158
10/08/2024,Cepodem,syrup,an antibiotic medicine used to treat bacterial infections in the body.,Antibiotics,1,Zaman Medicine Agency,08/25,102,30.16,71.24,Sun Pharmaceutical Industries Ltd,0.3015686275
10/08/2024,Toba eye drop,drop,an antibiotic medicine that is used to treat bacterial infections of the eye.,Antibiotics,1,Zaman Medicine Agency,02/26,125,21.60,98,Sun Pharmaceutical Industries Ltd,0.216
10/08/2024,Ascoril D junior,syrup,"suppresses dry, hacking coughs.",Cough Syrup,1,Zaman Medicine Agency,07/25,107,27.57,77.5,Glenmark Pharmaceuticals Ltd,0.2757009346
10/08/2024,Methergin,tablet,"used to control bleeding from the uterus, that may occur after childbirth or an abortion.",Anticoagulants,1,Zaman Medicine Agency,10/26,100,21.60,78.4,Dr Reddy's Laboratories Ltd,0.216
10/08/2024,Nebracin,cream,an antibiotic medicine that is used to treat bacterial infections of the eye.,Antibiotics,1,Zaman Medicine Agency,05/25,62,20.00,49.6,Sunways India Pvt Ltd,0.2
10/08/2024,Sternon G,gel,combination of antibiotics and steroids used to treat bacterial skin infections.,Antibiotics,1,Zaman Medicine Agency,01/26,103,20.01,82.39,Palsons Derma Pvt Ltd,0.2000970874
10/08/2024,Baby wipes,wipes,wipes for baby hygiene.,Infant Skin Care,1,Zaman Medicine Agency,09/25,99,22.84,76.39,Piramal,0.2283838384
10/08/2024,Drep ear drop,drop,treat infections in the ear caused by bacteria and fungus.,Ear Care,2,Zaman Medicine Agency,09/25,96,29.43,67.75,DWD Pharmaceuticals Ltd,0.2942708333
10/08/2024,Drep wax,drop,softens ear wax.,Ear Care,2,Zaman Medicine Agency,02/26,112,22.40,86.91,DWD Pharmaceuticals Ltd,0.2240178571
04/02/2025,Etoshine MR,tablet,used in the treatment of pain due to muscle spasms.,NSAIDs / Analgesics,1,Zaman Medicine Agency,08/26,299,22.40,232.02,Sun Pharmaceutical Industries Ltd,0.2240133779
04/02/2025,Thyronorm,tablet,used to treat hypothyroidism.,Thyroid Hormone Replacement,1,Zaman Medicine Agency,12/25,192.89,22.40,149.69,Abbott,0.2239618435
04/02/2025,Volitra gel,gel,gives fast relief from pain and swelling in the muscles and joints.,NSAIDs / Analgesics,1,Zaman Medicine Agency,04/25,148,26.95,108.11,Sun Pharmaceutical Industries Ltd,0.269527027
04/02/2025,Rzole DSR,capsule,treats acidity and acid reflux.,Antacid,2,Zaman Medicine Agency,09/25,105.87,83.94,17,Abbott,0.8394257108
03/02/2025,Cheri syrup,syrup,"manages anaemia, boosts energy levels and overall wellbeing. ",Nutritional supplement,1,Zaman Medicine Agency,06/25,190,40.93,112.24,Indchemie Health Specialities Pvt Ltd,0.4092631579
03/02/2025,Multiblist,syrup,multivitamin and mineral supplement enriched with zinc.,Nutritional supplement,2,Zaman Medicine Agency,08/26,140,61.23,54.28,Smartway Wellness,0.6122857143
03/02/2025,Bevon,syrup,"enriched with minerals, multivitamins and antioxidants to help meet nutritional needs.",Nutritional supplement,1,Zaman Medicine Agency,10/25,201.4,35.33,130.24,Zuventus Healthcare Ltd,0.353326713
03/02/2025,Surcalfate O,syrup,"used in the treatment of acidity, stomach ulcer, and heartburn.",Antacid,1,Zaman Medicine Agency,09/25,230,73.04,62,Strassenburg Pharmaceuticals.Ltd,0.7304347826
03/02/2025,Augpen HS,syrup,"antibiotic medicine that helps treat bacterial infections of the ear, nose, throat, chest etc.",Antibiotics,2,Zaman Medicine Agency,04/26,67.87,30.16,47.4,Zuventus Healthcare Ltd,0.3016060115
03/02/2025,Omnacortil,syrup,used to treat inflammatory and allergic conditions.,Steroids,2,Zaman Medicine Agency,03/27,32.92,22.39,25.55,Macleods Pharmaceuticals Pvt Ltd,0.2238760632
03/02/2025,Nor metrogyl O,syrup,antibiotic medicine for wide range of bacterial and parasitic infections.,Antibiotics,2,Zaman Medicine Agency,02/26,58.11,39.77,35,J B Chemicals and Pharmaceuticals Ltd,0.3976940286
03/02/2025,Naxdom 500,tablet,blocks chemicals responsible for pain sensation and prevents nausea/vomiting associated with migraines.,Antimigraine Agents,1,Zaman Medicine Agency,07/27,171,22.40,132.7,Sun Pharmaceutical Industries Ltd,0.2239766082
03/02/2025,Metlin NT,tablet,used to treat long-lasting (chronic) pain caused by nerve damage.,Neuropathy Agents,1,Zaman Medicine Agency,07/26,398.61,19.99,318.94,Alteus Biogenics Pvt Ltd,0.1998695467
03/02/2025,Calguard D3 max,capsule,ensures the adequate supply of calcium to bones.,Nutritional supplement,1,Zaman Medicine Agency,05/26,230,19.99,184.03,Sycap Pharma,0.1998695652
03/02/2025,Ovral L 21,tablet,used for contraception (to prevent pregnancy) and in the treatment of irregular periods.,Oral Contraceptives,1,Zaman Medicine Agency,05/26,66.5,16.39,55.6,Pfizer Ltd,0.1639097744
03/02/2025,Migrabeta Plus,tablet,improve the flow of blood in brain and prevents migraines.,Antiplatelets,1,Zaman Medicine Agency,06/25,155,21.60,121.52,Alkem Laboratories Ltd,0.216
03/02/2025,Aztor 20,tablet,used to lower cholesterol and to reduce the risk of heart diseases.,Antiplatelets,2,Zaman Medicine Agency,08/27,210.84,22.40,163.61,Sun Pharmaceutical Industries Ltd,0.224008727
03/02/2025,Cogmentin 5,tablet,used to treat Alzheimer's disease.,Cognitive Enhancers,1,Zaman Medicine Agency,08/26,289.41,20.00,231.52,Alteus Biogenics Pvt Ltd,0.2000276424
03/02/2025,Amaryl 1mg,tablet,an antidiabetic medication.,Antidiabetic Medications,1,Zaman Medicine Agency,05/27,124.32,21.61,97.46,Sanofi India Ltd,0.2160553411
03/02/2025,Amaryl 2mg,tablet,an antidiabetic medication.,Antidiabetic Medications,1,Zaman Medicine Agency,07/27,194.54,21.60,152.52,Sanofi India Ltd,0.2159967102
03/02/2025,Calcidoc 500,tablet,treats low calcium levels in the body.,Nutritional supplement,1,Zaman Medicine Agency,06/26,105,90.47,10.01,Morepen Laboratories Ltd,0.9046666667
03/02/2025,P 40 DSR,capsule,"treats Acid reflux, indigestion etc.",Antacid,2,Zaman Medicine Agency,09/25,175,90.29,17,Cachet Pharmaceuticals Pvt Ltd,0.9028571429
31/01/2025,B-PROTIN,powder,"a nutritional powder supplement that contains a blend of whey, soy, and casein proteins.",Nutritional supplement,1,Zaman Medicine Agency,07/26,305,22.40,236.69,British Biologicals,0.2239672131
31/01/2025,Budecort repulses,nebulizer inhaler,prevents the symptoms of asthma.,Cold & Allergy Medicine,5,Zaman Medicine Agency,05/26,26.65,22.40,20.68,Cipla Ltd,0.2240150094
31/01/2025,Levoline 0.31 rfsp,nebulizer inhaler,"treats asthma and COPD such as coughing, wheezing and breathlessness.",Cold & Allergy Medicine,5,Zaman Medicine Agency,02/26,5.94,22.56,4.6,Cipla Ltd,0.2255892256
31/01/2025,Bioline,pregnancy kit,used to confirm pregnency at home.,Pregnancy Test,5,Zaman Medicine Agency,09/26,55,81.80,10.01,A.C.P,0.818
31/01/2025,V-Total,tablet,"contribute to overall health, including eye health, skin health, and metabolism regulation.",Nutritional supplement,1,Zaman Medicine Agency,11/25,115,22.39,89.25,Aristo Pharmaceuticals Pvt Ltd,0.2239130435
31/01/2025,Janumet 50/500,tablet,control high blood sugar levels in people with type 2 diabetes mellitus.,Antidiabetic Medications,1,Zaman Medicine Agency,05/26,375,21.60,294,MSD Pharmaceuticals Pvt Ltd,0.216
31/01/2025,Amlokind,tablet,treats high blood pressure.,Antihypertensives,2,Zaman Medicine Agency,02/27,24.83,22.35,19.28,Mankind Pharma Ltd,0.2235199356
31/01/2025,Unwanted 72,tablet,emergency contraceptive tablet used to prevent unwanted pregnancy.,Oral Contraceptives,4,Zaman Medicine Agency,08/26,110.8,73.74,29.1,Mankind Pharma Ltd,0.7373646209
01/02/2025,Alkaston B6,syrup,used to prevent and treat kidney stones and promote optimal kidney health.,Gastrointestinal Agents,1,Zaman Medicine Agency,01/26,229.55,21.60,179.96,Ipca Laboratories Ltd,0.2160313657
01/02/2025,Calpol 650 mg,tablet,prevents fever and pain.,NSAIDs / Analgesics,6,Zaman Medicine Agency,07/26,33.6,30.15,23.47,Glaxo SmithKline Pharmaceuticals Ltd,0.3014880952
01/02/2025,Darkroom Chocolate ultrathin,condom,used for protected intercourse. not used orally.,Barrier Contraceptives,3,Zaman Medicine Agency,03/27,30,55.00,13.5,Smart Laboratories Pvt Ltd,0.55
01/02/2025,Moxclav drop,drop,"antibiotic medicine that helps treat bacterial infections of the ear, nose, throat, chest etc.",Antibiotics,2,Zaman Medicine Agency,12/25,101,22.40,78.38,Sun Pharmaceutical Industries Ltd,0.223960396
01/02/2025,Tixylix,syrup,treats dry cough.,Cough Syrup,2,Zaman Medicine Agency,03/26,112.53,22.39,87.33,Abbott,0.2239402826
01/02/2025,Criz-M,syrup,"treats allergic symptoms such as runny nose, stuffy nose, sneezing.",Cold & Allergy Medicine,1,Zaman Medicine Agency,10/26,106,30.15,74.04,Alkem Laboratories Ltd,0.301509434
01/02/2025,Calcidoc 500,tablet,"treats various conditions caused by low calcium levels in the body, such as osteoporosis.",Nutritional supplement,1,Zaman Medicine Agency,06/26,105,90.47,10.01,Morepen Laboratories Ltd,0.9046666667
17/01/2025,Feronia XT,tablet,transport oxygen throughout the body and maintains red blood cells.,Nutritional supplement,1,Zaman Medicine Agency,05/26,270.6,30.16,188.98,Zuventus Healthcare Ltd,0.3016260163
17/01/2025,Monocef O CV 200,tablet,This medication is used to treat bacterial infection.,Antibiotics,1,Zaman Medicine Agency,03/26,370,35.33,239.27,Aristo Pharmaceuticals Pvt Ltd,0.3533243243
17/01/2025,Shelcal XT,tablet,nutritional supplement used to prevent low blood calcium levels.,Nutritional supplement,1,Zaman Medicine Agency,07/26,429,22.40,332.9,Torrent Pharmaceuticals Ltd,0.224009324
17/01/2025,Enzoflam-SP,tablet,"used for short-term relief of pain, inflammation, and swelling in conditions affecting joints and muscles.",NSAIDs / Analgesics,1,Zaman Medicine Agency,05/26,133,22.40,103.21,Alkem Laboratories Ltd,0.2239849624
17/01/2025,Gemer DS 2,tablet,treat type 2 diabetes mellitus in adults.,Antidiabetic Medications,1,Zaman Medicine Agency,09/26,225,22.40,174.59,Sun Pharmaceutical Industries Ltd,0.2240444444
17/01/2025,Chymoral forte,tablet,used in the treatment of pain and inflammation.,NSAIDs / Analgesics,1,Zaman Medicine Agency,09/27,476,22.40,369.38,Torrent Pharmaceuticals Ltd,0.2239915966
